id,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine colour
2555,6.6,0.5,0.01,1.5,0.06,17,26,0.9952,3.4,0.58,9.8,6,0
2556,6.7,0.29,0.49,4.7,0.034,35,156,0.9945,3.13,0.45,9.9,6,1
2557,7.7,0.62,0.04,3.8,0.084,25,45,0.9978,3.34,0.53,9.5,5,0
2558,7.2,0.16,0.35,1.2,0.031,27,84,0.9928,3.33,0.34,9.9,5,1
2559,6.2,0.7,0.15,5.1,0.076,13,27,0.99622,3.54,0.6,11.9,6,0
2560,5.8,0.28,0.35,2.3,0.053,36,114,0.9924,3.28,0.5,10.2,4,1
2561,12.3,0.27,0.49,3.1,0.079,28,46,0.9993,3.2,0.8,10.2,6,0
2562,9.7,0.14,0.59,1.5,0.049,23,142,0.9958,2.98,0.62,9.5,5,1
2563,6.4,0.26,0.4,1.7,0.179,5,60,0.9925,3.09,0.54,10.1,5,1
2564,6.5,0.46,0.14,2.4,0.114,9,37,0.99732,3.66,0.65,9.8,5,0
2565,6.8,0.21,0.55,14.6,0.053,34,159,0.99805,2.93,0.44,9.2,5,1
2566,8.3,0.54,0.24,3.4,0.076,16,112,0.9976,3.27,0.61,9.4,5,0
2567,6.8,0.39,0.35,11.6,0.044,57,220,0.99775,3.07,0.53,9.3,5,1
2568,7,0.685,0,1.9,0.067,40,63,0.9979,3.6,0.81,9.9,5,0
2569,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,0
2570,6,0.24,0.28,3.95,0.038,61,134,0.99146,3.3,0.54,11.3,7,1
2571,8.6,0.47,0.27,2.3,0.055,14,28,0.99516,3.18,0.8,11.2,5,0
2572,7,0.31,0.26,7.4,0.069,28,160,0.9954,3.13,0.46,9.8,6,1
2573,7.8,0.41,0.68,1.7,0.467,18,69,0.9973,3.08,1.31,9.3,5,0
2574,10.4,0.24,0.46,1.8,0.075,6,21,0.9976,3.25,1.02,10.8,7,0
2575,10,0.49,0.2,11,0.071,13,50,1.0015,3.16,0.69,9.2,6,0
2576,7.7,0.16,0.36,5.9,0.054,25,148,0.99578,3.25,0.54,10.2,6,1
2577,8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,1
2578,7.1,0.46,0.14,2.8,0.076,15,37,0.99624,3.36,0.49,10.7,5,0
2579,8.9,0.21,0.34,7.1,0.037,33,150,0.9962,3.1,0.45,9.7,6,1
2580,9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,4,1
2581,6.3,0.41,0.33,4.7,0.023,28,110,0.991,3.3,0.38,12.5,7,1
2582,8.9,0.59,0.5,2,0.337,27,81,0.9964,3.04,1.61,9.5,6,0
2583,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,0
2584,9.1,0.3,0.34,2,0.064,12,25,0.99516,3.26,0.84,11.7,7,0
2585,6.6,0.64,0.31,6.1,0.083,7,49,0.99718,3.35,0.68,10.3,5,0
2586,6.4,0.1,0.35,4.9,0.048,31,103,0.9947,3.43,0.79,9.7,6,1
2587,6.8,0.19,0.71,17.5,0.042,21,114,0.99784,2.85,0.5,9.5,6,1
2588,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,5,0
2589,6.1,0.34,0.27,2.6,0.024,20,105,0.9906,3.4,0.67,12.2,7,1
2590,7.3,0.695,0,2.5,0.075,3,13,0.998,3.49,0.52,9.2,5,0
2591,6.9,0.54,0.3,2.2,0.088,9,105,0.99725,3.25,1.18,10.5,6,0
2592,8.2,0.36,0.29,7.6,0.035,37,122,0.9939,3.16,0.34,12,5,1
2593,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,4,1
2594,10.4,0.26,0.48,1.9,0.066,6,10,0.99724,3.33,0.87,10.9,6,0
2595,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,5,0
2596,8.3,0.31,0.39,2.4,0.078,17,43,0.99444,3.31,0.77,12.5,7,0
2597,9,0.2,0.33,3.5,0.049,10,40,0.9944,3.14,0.36,9.8,6,1
2598,6.3,0.36,0.2,2,0.048,48,191,0.9929,3.17,0.51,9.6,5,1
2599,6,0.45,0.42,1.1,0.051,61,197,0.9932,3.02,0.4,9,5,1
2600,7.1,0.32,0.29,4,0.038,33,170,0.99463,3.27,0.64,10.2,6,1
2601,7.3,0.74,0.08,1.7,0.094,10,45,0.99576,3.24,0.5,9.8,5,0
2602,5,0.255,0.22,2.7,0.043,46,153,0.99238,3.75,0.76,11.3,6,1
2603,6.1,0.3,0.32,2.2,0.042,41,142,0.98952,3.31,0.44,12.7,7,1
2604,12.8,0.615,0.66,5.8,0.083,7,42,1.0022,3.07,0.73,10,7,0
2605,7.3,0.2,0.29,19.9,0.039,69,237,1.00037,3.1,0.48,9.2,6,1
2606,7.8,0.32,0.33,2.4,0.037,18,101,0.9912,3.21,0.65,11.7,7,1
2607,7.6,0.285,0.32,14.6,0.063,32,201,0.998,3,0.45,9.2,5,1
2608,7.4,0.55,0.22,2.2,0.106,12,72,0.9959,3.05,0.63,9.2,5,0
2609,6.9,0.52,0.25,2.6,0.081,10,37,0.99685,3.46,0.5,11,5,0
2610,9.9,0.57,0.25,2,0.104,12,89,0.9963,3.04,0.9,10.1,5,0
2611,6.6,0.52,0.04,2.2,0.069,8,15,0.9956,3.4,0.63,9.4,6,0
2612,5.6,0.605,0.05,2.4,0.073,19,25,0.99258,3.56,0.55,12.9,5,0
2613,6.9,0.765,0.18,2.4,0.243,5.5,48,0.99612,3.4,0.6,10.3,6,0
2614,8.4,0.31,0.29,3.1,0.194,14,26,0.99536,3.22,0.78,12,6,0
2615,6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,6,1
2616,6.9,0.26,0.27,4.2,0.031,20,80,0.99089,3.12,0.39,11.5,6,1
2617,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,6,1
2618,6.8,0.5,0.11,1.5,0.075,16,49,0.99545,3.36,0.79,9.5,5,0
2619,15.5,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,5,0
2620,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,5,1
2621,6.4,0.24,0.32,0.95,0.041,23,131,0.99033,3.25,0.35,11.8,5,1
2622,9,0.45,0.49,2.6,0.084,21,75,0.9987,3.35,0.57,9.7,5,0
2623,7.9,0.31,0.32,1.9,0.066,14,36,0.99364,3.41,0.56,12.6,6,0
2624,5.9,0.27,0.27,5,0.035,14,97,0.99058,3.1,0.33,11.8,7,1
2625,8.2,0.26,0.34,2.5,0.073,16,47,0.99594,3.4,0.78,11.3,7,0
2626,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,5,1
2627,8.2,0.2,0.38,3.5,0.053,41,174,0.99306,3.22,0.41,11.6,5,1
2628,6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,5,0
2629,6.4,0.24,0.28,11.5,0.05,34,163,0.9969,3.31,0.45,9.5,5,1
2630,7.2,0.34,0.21,2.5,0.075,41,68,0.99586,3.37,0.54,10.1,6,0
2631,9,0.54,0.49,2.9,0.094,41,110,0.9982,3.08,0.61,9.2,5,0
2632,8.3,0.65,0.1,2.9,0.089,17,40,0.99803,3.29,0.55,9.5,5,0
2633,7.1,0.61,0.02,2.5,0.081,17,87,0.99745,3.48,0.6,9.7,6,0
2634,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,6,1
2635,10.9,0.32,0.52,1.8,0.132,17,44,0.99734,3.28,0.77,11.5,6,0
2636,6.9,0.5,0.04,1.5,0.085,19,49,0.9958,3.35,0.78,9.5,5,0
2637,6.9,0.15,0.29,2.3,0.033,14,82,0.99132,3.1,0.58,11.2,7,1
2638,8.4,0.715,0.2,2.4,0.076,10,38,0.99735,3.31,0.64,9.4,5,0
2639,7.3,0.34,0.3,9.4,0.057,34,178,0.99554,3.15,0.44,10.4,6,1
2640,8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,8,1
2641,8.2,0.15,0.48,2.7,0.052,24,190,0.995,3.5,0.45,10.9,7,1
2642,6.7,0.24,0.41,2.9,0.039,48,122,0.99052,3.25,0.43,12,5,1
2643,6.4,0.22,0.32,12,0.066,57,158,0.9992,3.6,0.43,9,6,1
2644,6.4,0.24,0.25,20.2,0.083,35,157,0.99976,3.17,0.5,9.1,5,1
2645,9.4,0.5,0.34,3.6,0.082,5,14,0.9987,3.29,0.52,10.7,6,0
2646,8.1,0.26,0.33,11.1,0.052,52.5,158,0.9976,3.03,0.49,10.2,7,1
2647,5.6,0.12,0.33,2.9,0.044,21,73,0.98896,3.17,0.32,12.9,8,1
2648,6.4,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,1
2649,7.4,0.49,0.24,15.1,0.03,34,153,0.9953,3.13,0.51,12,7,1
2650,7.1,0.59,0.01,2.3,0.08,27,43,0.9955,3.42,0.58,10.7,6,0
2651,6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,6,1
2652,7.9,0.16,0.64,17,0.05,69,210,1.0004,3.15,0.51,9.3,7,1
2653,7.3,0.98,0.05,2.1,0.061,20,49,0.99705,3.31,0.55,9.7,3,0
2654,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,5,0
2655,7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,1
2656,7.8,0.43,0.49,13,0.033,37,158,0.9955,3.14,0.35,11.3,6,1
2657,6.8,0.22,0.37,1.7,0.036,38,195,0.9908,3.35,0.72,12.5,6,1
2658,10.6,0.48,0.64,2.2,0.111,6,20,0.997,3.26,0.66,11.7,6,0
2659,11.5,0.18,0.51,4,0.104,4,23,0.9996,3.28,0.97,10.1,6,0
2660,7.2,0.27,0.31,1.2,0.031,27,80,0.98892,3.03,0.33,12.7,6,1
2661,8.5,0.34,0.44,1.7,0.079,6,12,0.99605,3.52,0.63,10.7,5,0
2662,8,0.42,0.17,2,0.073,6,18,0.9972,3.29,0.61,9.2,6,0
2663,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,5,1
2664,7.4,0.41,0.34,4.7,0.042,19,127,0.9953,3.25,0.42,10.4,5,1
2665,7.9,0.33,0.41,1.5,0.056,6,35,0.99396,3.29,0.71,11,6,0
2666,7.5,0.725,0.04,1.5,0.076,8,15,0.99508,3.26,0.53,9.6,5,0
2667,7.5,0.21,0.68,10.9,0.045,38,133,0.9978,3,0.36,8.7,5,1
2668,8.6,0.37,0.65,6.4,0.08,3,8,0.99817,3.27,0.58,11,5,0
2669,11,0.2,0.48,2,0.343,6,18,0.9979,3.3,0.71,10.5,5,0
2670,6.7,0.17,0.37,2,0.039,34,125,0.9922,3.26,0.6,10.8,7,1
2671,6.8,0.28,0.29,11.9,0.052,51,149,0.99544,3.02,0.58,10.4,6,1
2672,7.3,0.22,0.26,1.5,0.04,32,172,0.99194,3.27,0.48,11.2,6,1
2673,7.2,0.725,0.05,4.65,0.086,4,11,0.9962,3.41,0.39,10.9,5,0
2674,5.4,0.185,0.19,7.1,0.048,36,110,0.99438,3.26,0.41,9.5,6,1
2675,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,6,1
2676,7.2,0.31,0.41,8.6,0.053,15,89,0.9976,3.29,0.64,9.9,6,1
2677,6.5,0.46,0.41,16.8,0.084,59,222,0.9993,3.18,0.58,9,5,1
2678,6.2,0.2,0.49,1.6,0.065,17,143,0.9937,3.22,0.52,9.2,6,1
2679,7.6,0.645,0.03,1.9,0.086,14,57,0.9969,3.37,0.46,10.3,5,0
2680,8.9,0.595,0.41,7.9,0.086,30,109,0.9998,3.27,0.57,9.3,5,0
2681,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,6,1
2682,7.7,0.63,0.08,1.9,0.076,15,27,0.9967,3.32,0.54,9.5,6,0
2683,6.4,0.18,0.32,9.6,0.052,24,90,0.9963,3.35,0.49,9.4,6,1
2684,9.2,0.58,0.2,3,0.081,15,115,0.998,3.23,0.59,9.5,5,0
2685,6.9,0.19,0.35,5,0.067,32,150,0.995,3.36,0.48,9.8,5,1
2686,5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,7,1
2687,6.6,0.22,0.28,4.9,0.042,51,180,0.9952,3.3,0.75,9.5,6,1
2688,6.7,0.58,0.08,1.8,0.097,15,65,0.9959,3.28,0.54,9.2,5,0
2689,14.2,0.27,0.49,1.1,0.037,33,156,0.992,3.15,0.54,11.1,6,1
2690,11.6,0.32,0.55,2.8,0.081,35,67,1.0002,3.32,0.92,10.8,7,0
2691,8.3,0.41,0.51,2,0.046,11,207,0.993,3.02,0.55,11.4,5,1
2692,6.5,0.21,0.28,1.4,0.046,26,66,0.99199,3.43,0.48,11.1,6,1
2693,8.4,0.2,0.27,6.3,0.048,30,143,0.9966,3.25,0.5,9.1,6,1
2694,9.1,0.45,0.35,2.4,0.08,23,78,0.9987,3.38,0.62,9.5,5,0
2695,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,1
2696,7.4,0.24,0.4,4.3,0.032,9,95,0.992,3.09,0.39,11.1,6,1
2697,5.8,0.275,0.3,5.4,0.043,41,149,0.9926,3.33,0.42,10.8,7,1
2698,5.1,0.3,0.3,2.3,0.048,40,150,0.98944,3.29,0.46,12.2,6,1
2699,6.7,0.13,0.45,4.2,0.043,52,131,0.99162,3.06,0.54,11.3,6,1
2700,7.4,0.16,0.49,1.2,0.055,18,150,0.9917,3.23,0.47,11.2,6,1
2701,11.8,0.23,0.38,11.1,0.034,15,123,0.9997,2.93,0.55,9.7,3,1
2702,7.1,0.26,0.37,5.5,0.025,31,105,0.99082,3.06,0.33,12.6,8,1
2703,7.9,0.2,0.35,1.7,0.054,7,15,0.99458,3.32,0.8,11.9,7,0
2704,7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,4,1
2705,6.6,0.725,0.2,7.8,0.073,29,79,0.9977,3.29,0.54,9.2,5,0
2706,6.2,0.63,0.31,1.7,0.088,15,64,0.9969,3.46,0.79,9.3,5,0
2707,7.2,0.26,0.4,6.3,0.047,52,172,0.99573,3.18,0.53,9.5,6,1
2708,6.8,0.68,0.21,2.1,0.07,9,23,0.99546,3.38,0.6,10.3,5,0
2709,12.4,0.49,0.58,3,0.103,28,99,1.0008,3.16,1,11.5,6,0
2710,7.2,0.35,0.25,5.6,0.032,23,120,0.99334,2.93,0.66,10.3,7,1
2711,6.2,0.25,0.39,1.3,0.051,42,135,0.9906,3.23,0.4,11.1,6,1
2712,6.8,0.36,0.24,4.6,0.039,24,124,0.9909,3.27,0.34,12.6,7,1
2713,10.4,0.52,0.45,2,0.08,6,13,0.99774,3.22,0.76,11.4,6,0
2714,7.3,0.13,0.31,2.3,0.054,22,104,0.9924,3.24,0.92,11.5,7,1
2715,8,0.25,0.13,17.2,0.036,49,219,0.9996,2.96,0.46,9.7,5,1
2716,7.4,0.29,0.28,10.2,0.032,43,138,0.9951,3.1,0.47,10.6,6,1
2717,6,0.2,0.32,3,0.031,26,118,0.99134,3.38,0.68,11.2,7,1
2718,7.1,0.28,0.44,1.8,0.032,32,107,0.9907,3.25,0.48,12.2,7,1
2719,8.9,0.43,0.45,1.9,0.052,6,16,0.9948,3.35,0.7,12.5,6,0
2720,10.2,0.67,0.39,1.9,0.054,6,17,0.9976,3.17,0.47,10,5,0
2721,7.8,0.54,0.26,2,0.088,23,48,0.9981,3.41,0.74,9.2,6,0
2722,6,0.54,0.06,1.8,0.05,38,89,0.99236,3.3,0.5,10.55,6,0
2723,6,0.17,0.36,1.7,0.042,14,61,0.99144,3.22,0.54,10.8,6,1
2724,7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,1
2725,9,0.785,0.24,1.7,0.078,10,21,0.99692,3.29,0.67,10,5,0
2726,7.6,0.68,0.02,1.3,0.072,9,20,0.9965,3.17,1.08,9.2,4,0
2727,6.5,0.41,0.24,14,0.048,24,113,0.9982,3.44,0.53,9.8,6,1
2728,7.8,0.815,0.01,2.6,0.074,48,90,0.99621,3.38,0.62,10.8,5,0
2729,7.1,0.48,0.28,2.8,0.068,6,16,0.99682,3.24,0.53,10.3,5,0
2730,7.4,0.24,0.42,14,0.066,48,198,0.9979,2.89,0.42,8.9,6,1
2731,11.6,0.53,0.66,3.65,0.121,6,14,0.9978,3.05,0.74,11.5,7,0
2732,9.1,0.37,0.32,2.1,0.064,4,15,0.99576,3.3,0.8,11.2,6,0
2733,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,6,0
2734,7.9,0.16,0.3,4.8,0.037,37,171,0.9967,3.47,0.44,9,4,1
2735,6.1,0.22,0.4,1.85,0.031,25,111,0.98966,3.03,0.3,11.8,7,1
2736,7.6,0.31,0.34,2.5,0.082,26,35,0.99356,3.22,0.59,12.5,7,0
2737,7.5,0.4,0.12,3,0.092,29,53,0.9967,3.37,0.7,10.3,6,0
2738,8.6,0.725,0.24,6.6,0.117,31,134,1.0014,3.32,1.07,9.3,5,0
2739,6.3,0.25,0.23,14.9,0.039,47,142,0.99705,3.14,0.35,9.7,6,1
2740,8.2,0.6,0.17,2.3,0.072,11,73,0.9963,3.2,0.45,9.3,5,0
2741,7.9,0.29,0.49,2.2,0.096,21,59,0.99714,3.31,0.67,10.1,6,0
2742,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,6,1
2743,7.9,1.04,0.05,2.2,0.084,13,29,0.9959,3.22,0.55,9.9,6,0
2744,6.7,0.28,0.34,8.9,0.048,32,111,0.99455,3.25,0.54,11,7,1
2745,8.3,0.49,0.36,1.8,0.222,6,16,0.998,3.18,0.6,9.5,6,0
2746,7.1,0.6,0,1.8,0.074,16,34,0.9972,3.47,0.7,9.9,6,0
2747,6.6,0.32,0.22,16.7,0.046,38,133,0.9979,3.22,0.67,10.4,6,1
2748,6.6,0.41,0.16,1.4,0.037,28,160,0.99167,2.95,0.45,10.6,6,1
2749,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,6,1
2750,13,0.47,0.49,4.3,0.085,6,47,1.0021,3.3,0.68,12.7,6,0
2751,6.5,0.22,0.45,8,0.053,52,196,0.9959,3.23,0.48,9.1,6,1
2752,7.7,0.11,0.34,14.05,0.04,41,114,0.99634,3.07,0.59,11,7,1
2753,6.2,0.45,0.26,4.4,0.063,63,206,0.994,3.27,0.52,9.8,4,1
2754,7.1,0.43,0.42,5.5,0.07,29,129,0.9973,3.42,0.72,10.5,5,0
2755,7.1,0.66,0,3.9,0.086,17,45,0.9976,3.46,0.54,9.5,5,0
2756,8.6,0.8,0.11,2.3,0.084,12,31,0.9979,3.4,0.48,9.9,5,0
2757,7.8,0.24,0.32,12.2,0.054,42,138,0.9984,3.01,0.54,8.8,5,1
2758,6.1,0.715,0.1,2.6,0.053,13,27,0.99362,3.57,0.5,11.9,5,0
2759,9.1,0.5,0.3,1.9,0.065,8,17,0.99774,3.32,0.71,10.5,6,0
2760,8.2,0.34,0.49,8,0.046,55,223,0.996,3.08,0.52,10.7,6,1
2761,8.7,0.7,0.24,2.5,0.226,5,15,0.9991,3.32,0.6,9,6,0
2762,7.7,0.27,0.61,12,0.046,64,179,0.9982,3.07,0.46,8.9,5,1
2763,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,0
2764,6.8,0.4,0.29,2.8,0.044,27,97,0.9904,3.12,0.42,11.2,6,1
2765,10.5,0.42,0.66,2.95,0.116,12,29,0.997,3.24,0.75,11.7,7,0
2766,6.6,0.735,0.02,7.9,0.122,68,124,0.9994,3.47,0.53,9.9,5,0
2767,6.5,0.22,0.28,3.7,0.059,29,151,0.99177,3.23,0.41,12.1,7,1
2768,8.1,0.45,0.34,8.3,0.037,33,216,0.9976,3.31,0.64,9.7,5,1
2769,9.1,0.775,0.22,2.2,0.079,12,48,0.9976,3.18,0.51,9.6,5,0
2770,10.6,0.31,0.49,2.5,0.067,6,21,0.9987,3.26,0.86,10.7,6,0
2771,12.8,0.84,0.63,2.4,0.088,13,35,0.9997,3.1,0.6,10.4,6,0
2772,7.2,0.23,0.32,8.5,0.058,47,186,0.9956,3.19,0.4,9.9,6,1
2773,7.6,0.735,0.02,2.5,0.071,10,14,0.99538,3.51,0.71,11.7,7,0
2774,11.6,0.23,0.57,1.8,0.074,3,8,0.9981,3.14,0.7,9.9,6,0
2775,8.4,0.635,0.36,2,0.089,15,55,0.99745,3.31,0.57,10.4,4,0
2776,7.4,0.63,0.07,2.4,0.09,11,37,0.9979,3.43,0.76,9.7,6,0
2777,8.8,0.33,0.41,5.9,0.073,7,13,0.99658,3.3,0.62,12.1,7,0
2778,6.8,0.69,0,5.6,0.124,21,58,0.9997,3.46,0.72,10.2,5,0
2779,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,5,1
2780,8.9,0.31,0.57,2,0.111,26,85,0.9971,3.26,0.53,9.7,5,0
2781,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,5,1
2782,7.2,0.835,0,2,0.166,4,11,0.99608,3.39,0.52,10,5,0
2783,7.8,0.31,0.4,1.6,0.027,20,87,0.9911,3.15,0.48,11.9,6,1
2784,6.7,0.64,0.23,2.1,0.08,11,119,0.99538,3.36,0.7,10.9,5,0
2785,7.7,0.46,0.18,3.3,0.054,18,143,0.99392,3.12,0.51,10.8,6,1
2786,6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5,1
2787,6.5,0.29,0.52,1.7,0.034,41,193,0.99223,3.25,0.59,10.4,6,1
2788,5.7,0.21,0.32,0.9,0.038,38,121,0.99074,3.24,0.46,10.6,6,1
2789,7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,5,1
2790,7.6,0.67,0.14,1.5,0.074,25,168,0.9937,3.05,0.51,9.3,5,1
2791,6.6,0.38,0.36,9.2,0.061,42,214,0.9976,3.31,0.56,9.4,5,1
2792,6.7,0.31,0.3,2.1,0.038,18,130,0.9928,3.36,0.63,10.6,6,1
2793,7.5,0.24,0.49,9.4,0.048,50,149,0.9962,3.17,0.59,10.5,7,1
2794,6.6,0.34,0.27,6.2,0.059,23,136,0.9957,3.3,0.49,10.1,6,1
2795,8.8,0.7,0,1.7,0.069,8,19,0.99701,3.31,0.53,10,6,0
2796,7.2,0.36,0.46,2.1,0.074,24,44,0.99534,3.4,0.85,11,7,0
2797,7.5,0.63,0.12,5.1,0.111,50,110,0.9983,3.26,0.77,9.4,5,0
2798,7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,5,1
2799,10.7,0.9,0.34,6.6,0.112,23,99,1.00289,3.22,0.68,9.3,5,0
2800,6.8,0.63,0.07,2.1,0.089,11,44,0.9953,3.47,0.55,10.4,6,0
2801,6.7,0.46,0.24,1.7,0.077,18,34,0.9948,3.39,0.6,10.6,6,0
2802,7.4,0.66,0,1.8,0.075,13,40,0.9978,3.51,0.56,9.4,5,0
2803,6.3,0.22,0.33,1.7,0.041,67,164,0.9928,3.32,0.56,10.4,6,1
2804,8.6,0.635,0.68,1.8,0.403,19,56,0.99632,3.02,1.15,9.3,5,0
2805,7.7,0.23,0.37,1.8,0.046,23,60,0.9971,3.41,0.71,12.1,6,0
2806,10.2,0.54,0.37,15.4,0.214,55,95,1.00369,3.18,0.77,9,6,0
2807,7,0.62,0.1,1.4,0.071,27,63,0.996,3.28,0.61,9.2,5,0
2808,6.6,0.16,0.29,1.8,0.05,40,147,0.9912,3.06,0.44,11.4,7,1
2809,11.6,0.41,0.58,2.8,0.096,25,101,1.00024,3.13,0.53,10,5,0
2810,6.6,0.22,0.29,14.4,0.046,39,118,0.99834,3.05,0.5,9.1,6,1
2811,5.6,0.5,0.09,2.3,0.049,17,99,0.9937,3.63,0.63,13,5,0
2812,13.5,0.53,0.79,4.8,0.12,23,77,1.0018,3.18,0.77,13,5,0
2813,8.2,1,0.09,2.3,0.065,7,37,0.99685,3.32,0.55,9,6,0
2814,6.9,0.23,0.24,14.2,0.053,19,94,0.9982,3.17,0.5,9.6,5,1
2815,7.4,0.67,0.12,1.6,0.186,5,21,0.996,3.39,0.54,9.5,5,0
2816,6.6,0.18,0.28,3.3,0.044,18,91,0.993,3.42,0.64,10.8,6,1
2817,7.1,0.43,0.42,5.5,0.071,28,128,0.9973,3.42,0.71,10.5,5,0
2818,6.3,0.2,0.26,4.7,0.04,108,168,0.99278,3.07,0.75,10.7,7,1
2819,7.8,0.26,0.31,3.6,0.025,22,100,0.99066,2.99,0.47,12.1,7,1
2820,8,0.3,0.36,11,0.034,8,70,0.99354,3.05,0.41,12.2,6,1
2821,9.2,0.43,0.49,2.4,0.086,23,116,0.9976,3.23,0.64,9.5,5,0
2822,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,6,0
2823,8.2,0.3,0.44,12.4,0.043,52,154,0.99452,3.04,0.33,12,6,1
2824,9.7,0.53,0.6,2,0.039,5,19,0.99585,3.3,0.86,12.4,6,0
2825,9.4,0.4,0.31,2.2,0.09,13,62,0.9966,3.07,0.63,10.5,6,0
2826,7.4,0.965,0,2.2,0.088,16,32,0.99756,3.58,0.67,10.2,5,0
2827,6.7,0.62,0.21,1.9,0.079,8,62,0.997,3.52,0.58,9.3,6,0
2828,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,5,1
2829,7.4,0.25,0.36,13.2,0.067,53,178,0.9976,3.01,0.48,9,6,1
2830,7.4,0.18,0.31,1.4,0.058,38,167,0.9931,3.16,0.53,10,7,1
2831,7.1,0.44,0.37,2.7,0.041,35,128,0.9896,3.07,0.43,13.5,7,1
2832,7.3,0.3,0.25,2.5,0.045,32,122,0.99329,3.18,0.54,10.3,5,1
2833,6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,6,1
2834,7.1,0.39,0.3,9.9,0.037,29,124,0.99414,3.07,0.42,10.9,6,1
2835,8.2,0.51,0.24,2,0.079,16,86,0.99764,3.34,0.64,9.5,6,0
2836,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,5,1
2837,7.1,0.735,0.16,1.9,0.1,15,77,0.9966,3.27,0.64,9.3,5,0
2838,7.6,0.51,0.24,2.4,0.091,8,38,0.998,3.47,0.66,9.6,6,0
2839,8.4,0.16,0.33,1.5,0.033,16,98,0.994,3.14,0.42,9.7,6,1
2840,8.6,0.33,0.4,2.6,0.083,16,68,0.99782,3.3,0.48,9.4,5,0
2841,10.1,0.31,0.35,1.6,0.075,9,28,0.99672,3.24,0.83,11.2,7,0
2842,5.6,0.85,0.05,1.4,0.045,12,88,0.9924,3.56,0.82,12.9,8,0
2843,11.4,0.26,0.44,3.6,0.071,6,19,0.9986,3.12,0.82,9.3,6,0
2844,6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,5,1
2845,7.3,0.735,0,2.2,0.08,18,28,0.99765,3.41,0.6,9.4,5,0
2846,11.1,0.31,0.53,2.2,0.06,3,10,0.99572,3.02,0.83,10.9,7,0
2847,10.5,0.51,0.64,2.4,0.107,6,15,0.9973,3.09,0.66,11.8,7,0
2848,10.7,0.35,0.53,2.6,0.07,5,16,0.9972,3.15,0.65,11,8,0
2849,7,0.64,0.02,2.1,0.067,9,23,0.997,3.47,0.67,9.4,6,0
